uid,first_name,last_name,age,dgraph.type
4092,fs741,ls741,15,User
4093,fs742,ls742,23,User
4094,fs743,ls743,22,User
4095,fs744,ls744,86,User
4096,fs745,ls745,84,User
4097,fs746,ls746,78,User
4098,fs747,ls747,26,User
4099,fs748,ls748,30,User
4100,fs749,ls749,38,User
4101,fs750,ls750,78,User
4102,fs751,ls751,17,User
4103,fs752,ls752,83,User
4104,fs753,ls753,84,User
4105,fs754,ls754,86,User
4106,fs755,ls755,88,User
4107,fs756,ls756,41,User
4108,fs757,ls757,92,User
4109,fs758,ls758,43,User
4110,fs759,ls759,33,User
4111,fs760,ls760,6,User
4112,fs761,ls761,60,User
4113,fs762,ls762,43,User
4114,fs763,ls763,26,User
4115,fs764,ls764,89,User
4116,fs765,ls765,51,User
4117,fs766,ls766,54,User
4118,fs767,ls767,25,User
4119,fs768,ls768,64,User
4120,fs769,ls769,62,User
4121,fs770,ls770,6,User
4122,fs771,ls771,67,User
4123,fs772,ls772,76,User
4124,fs773,ls773,38,User
4125,fs774,ls774,89,User
4126,fs775,ls775,86,User
4127,fs776,ls776,60,User
4128,fs777,ls777,30,User
4129,fs778,ls778,39,User
4130,fs779,ls779,59,User
4131,fs780,ls780,87,User
4132,fs781,ls781,34,User
4133,fs782,ls782,98,User
4134,fs783,ls783,19,User
4135,fs784,ls784,85,User
4136,fs785,ls785,66,User
4137,fs786,ls786,39,User
4138,fs787,ls787,44,User
4139,fs788,ls788,67,User
4140,fs789,ls789,39,User
4141,fs790,ls790,27,User
4142,fs791,ls791,92,User
4143,fs792,ls792,41,User
4144,fs793,ls793,11,User
4145,fs794,ls794,55,User
4146,fs795,ls795,38,User
4147,fs796,ls796,65,User
4148,fs797,ls797,42,User
4149,fs798,ls798,40,User
4150,fs799,ls799,90,User
4151,fs800,ls800,68,User
4152,fs801,ls801,23,User
4153,fs802,ls802,35,User
4154,fs803,ls803,26,User
4155,fs804,ls804,16,User
4156,fs805,ls805,25,User
4157,fs806,ls806,41,User
4158,fs807,ls807,26,User
4159,fs808,ls808,13,User
4160,fs809,ls809,14,User
4161,fs810,ls810,8,User
4162,fs811,ls811,81,User
4163,fs812,ls812,36,User
4164,fs813,ls813,20,User
4165,fs814,ls814,93,User
4166,fs815,ls815,44,User
4167,fs816,ls816,52,User
4168,fs817,ls817,27,User
4169,fs818,ls818,94,User
4170,fs819,ls819,79,User
4171,fs820,ls820,95,User
4172,fs821,ls821,59,User
4173,fs822,ls822,31,User
4174,fs823,ls823,79,User
4175,fs824,ls824,50,User
4176,fs825,ls825,58,User
4177,fs826,ls826,79,User
4178,fs827,ls827,12,User
4179,fs828,ls828,31,User
4180,fs829,ls829,64,User
4181,fs830,ls830,63,User
4182,fs831,ls831,42,User
4183,fs832,ls832,5,User
4184,fs833,ls833,32,User
4185,fs834,ls834,33,User
4186,fs835,ls835,8,User
4187,fs836,ls836,14,User
4188,fs837,ls837,60,User
4189,fs838,ls838,9,User
4190,fs839,ls839,80,User
4191,fs840,ls840,71,User
4192,fs841,ls841,38,User
4193,fs842,ls842,37,User
4194,fs843,ls843,54,User
4195,fs844,ls844,24,User
4196,fs845,ls845,25,User
4197,fs846,ls846,98,User
4198,fs847,ls847,25,User
4199,fs848,ls848,47,User
4200,fs849,ls849,34,User
4201,fs850,ls850,87,User
4202,fs851,ls851,93,User
4203,fs852,ls852,6,User
4204,fs853,ls853,38,User
4205,fs854,ls854,20,User
4206,fs855,ls855,86,User
4207,fs856,ls856,79,User
4208,fs857,ls857,68,User
4209,fs858,ls858,75,User
4210,fs859,ls859,76,User
4211,fs860,ls860,42,User
4212,fs861,ls861,73,User
4213,fs862,ls862,46,User
4214,fs863,ls863,63,User
4215,fs864,ls864,74,User
4216,fs865,ls865,45,User
4217,fs866,ls866,58,User
4218,fs867,ls867,18,User
4219,fs868,ls868,40,User
4220,fs869,ls869,42,User
4221,fs870,ls870,23,User
4222,fs871,ls871,28,User
4223,fs872,ls872,70,User
4224,fs873,ls873,38,User
4225,fs874,ls874,80,User
4226,fs875,ls875,75,User
4227,fs876,ls876,20,User
4228,fs877,ls877,82,User
4229,fs878,ls878,60,User
4230,fs879,ls879,76,User
4231,fs880,ls880,37,User
4232,fs881,ls881,14,User
4233,fs882,ls882,46,User
4234,fs883,ls883,42,User
4235,fs884,ls884,61,User
4236,fs885,ls885,86,User
4237,fs886,ls886,10,User
4238,fs887,ls887,32,User
4239,fs888,ls888,96,User
4240,fs889,ls889,53,User
4241,fs890,ls890,32,User
4242,fs891,ls891,93,User
4243,fs892,ls892,37,User
4244,fs893,ls893,52,User
4245,fs894,ls894,48,User
4246,fs895,ls895,47,User
4247,fs896,ls896,60,User
4248,fs897,ls897,7,User
4249,fs898,ls898,75,User
4250,fs899,ls899,52,User
4251,fs900,ls900,57,User
4252,fs901,ls901,71,User
4253,fs902,ls902,60,User
4254,fs903,ls903,94,User
4255,fs904,ls904,41,User
4256,fs905,ls905,96,User
4257,fs906,ls906,16,User
4258,fs907,ls907,97,User
4259,fs908,ls908,77,User
4260,fs909,ls909,27,User
4261,fs910,ls910,11,User
4262,fs911,ls911,6,User
4263,fs912,ls912,8,User
4264,fs913,ls913,55,User
4265,fs914,ls914,65,User
4266,fs915,ls915,38,User
4267,fs916,ls916,58,User
4268,fs917,ls917,70,User
4269,fs918,ls918,25,User
4270,fs919,ls919,55,User
4271,fs920,ls920,82,User
4272,fs921,ls921,25,User
4273,fs922,ls922,56,User
4274,fs923,ls923,65,User
4275,fs924,ls924,98,User
4276,fs925,ls925,97,User
4277,fs926,ls926,70,User
4278,fs927,ls927,31,User
4279,fs928,ls928,45,User
4280,fs929,ls929,80,User
4281,fs930,ls930,97,User
4282,fs931,ls931,79,User
4283,fs932,ls932,27,User
4284,fs933,ls933,37,User
4285,fs934,ls934,18,User
4286,fs935,ls935,11,User
4287,fs936,ls936,50,User
4288,fs937,ls937,40,User
4289,fs938,ls938,48,User
4290,fs939,ls939,28,User
4291,fs940,ls940,69,User
4292,fs941,ls941,56,User
4293,fs942,ls942,19,User
4294,fs943,ls943,14,User
4295,fs944,ls944,65,User
4296,fs945,ls945,37,User
4297,fs946,ls946,65,User
4298,fs947,ls947,41,User
4299,fs948,ls948,75,User
4300,fs949,ls949,43,User
4301,fs950,ls950,20,User
4302,fs951,ls951,31,User
4303,fs952,ls952,66,User
4304,fs953,ls953,27,User
4305,fs954,ls954,97,User
4306,fs955,ls955,70,User
4307,fs956,ls956,10,User
4308,fs957,ls957,83,User
4309,fs958,ls958,14,User
4310,fs959,ls959,75,User
4311,fs960,ls960,51,User
4312,fs961,ls961,11,User
4313,fs962,ls962,93,User
4314,fs963,ls963,52,User
4315,fs964,ls964,54,User
4316,fs965,ls965,99,User
4317,fs966,ls966,8,User
4318,fs967,ls967,90,User
4319,fs968,ls968,74,User
4320,fs969,ls969,95,User
4321,fs970,ls970,85,User
4322,fs971,ls971,34,User
4323,fs972,ls972,90,User
4324,fs973,ls973,73,User
4325,fs974,ls974,42,User
4326,fs975,ls975,43,User
4327,fs976,ls976,7,User
4328,fs977,ls977,28,User
4329,fs978,ls978,20,User
4330,fs979,ls979,80,User
4331,fs980,ls980,17,User
4332,fs981,ls981,32,User
4333,fs982,ls982,58,User
4334,fs983,ls983,20,User
4335,fs984,ls984,11,User
4336,fs985,ls985,57,User
4337,fs986,ls986,63,User
4338,fs987,ls987,6,User
4339,fs988,ls988,48,User
4340,fs989,ls989,68,User
4341,fs990,ls990,31,User
4342,fs991,ls991,12,User
4343,fs992,ls992,92,User
4344,fs993,ls993,38,User
4345,fs994,ls994,52,User
4346,fs995,ls995,38,User
4347,fs996,ls996,79,User
4348,fs997,ls997,78,User
4349,fs998,ls998,37,User
4350,fs999,ls999,82,User
4351,fs1000,ls1000,35,User
4352,fs1001,ls1001,96,User
4353,fs1002,ls1002,85,User
4354,fs1003,ls1003,29,User
4355,fs1004,ls1004,11,User
4356,fs1005,ls1005,99,User
4357,fs1006,ls1006,21,User
4358,fs1007,ls1007,99,User
4359,fs1008,ls1008,14,User
4360,fs1009,ls1009,47,User
4361,fs1010,ls1010,26,User
4362,fs1011,ls1011,43,User
4363,fs1012,ls1012,99,User
4364,fs1013,ls1013,51,User
4365,fs1014,ls1014,62,User
4366,fs1015,ls1015,17,User
4367,fs1016,ls1016,34,User
4368,fs1017,ls1017,80,User
4369,fs1018,ls1018,53,User
4370,fs1019,ls1019,96,User
4371,fs1020,ls1020,74,User
4372,fs1021,ls1021,36,User
4373,fs1022,ls1022,22,User
4374,fs1023,ls1023,56,User
4375,fs1024,ls1024,15,User
4376,fs1025,ls1025,14,User
4377,fs1026,ls1026,65,User
4378,fs1027,ls1027,25,User
4379,fs1028,ls1028,66,User
4380,fs1029,ls1029,26,User
4381,fs1030,ls1030,80,User
4382,fs1031,ls1031,66,User
4383,fs1032,ls1032,41,User
4384,fs1033,ls1033,89,User
4385,fs1034,ls1034,65,User
4386,fs1035,ls1035,95,User
4387,fs1036,ls1036,60,User
4388,fs1037,ls1037,85,User
4389,fs1038,ls1038,63,User
4390,fs1039,ls1039,52,User
4391,fs1040,ls1040,23,User
4392,fs1041,ls1041,50,User
4393,fs1042,ls1042,95,User
4394,fs1043,ls1043,39,User
4395,fs1044,ls1044,86,User
4396,fs1045,ls1045,66,User
4397,fs1046,ls1046,83,User
4398,fs1047,ls1047,63,User
4399,fs1048,ls1048,35,User
4400,fs1049,ls1049,92,User
4401,fs1050,ls1050,59,User
4402,fs1051,ls1051,81,User
4403,fs1052,ls1052,74,User
4404,fs1053,ls1053,79,User
4405,fs1054,ls1054,62,User
4406,fs1055,ls1055,90,User
4407,fs1056,ls1056,16,User
4408,fs1057,ls1057,43,User
4409,fs1058,ls1058,96,User
4410,fs1059,ls1059,76,User
4411,fs1060,ls1060,90,User
4412,fs1061,ls1061,9,User
4413,fs1062,ls1062,12,User
4414,fs1063,ls1063,90,User
4415,fs1064,ls1064,49,User
4416,fs1065,ls1065,17,User
4417,fs1066,ls1066,31,User
4418,fs1067,ls1067,73,User
4419,fs1068,ls1068,27,User
4420,fs1069,ls1069,57,User
4421,fs1070,ls1070,70,User
4422,fs1071,ls1071,61,User
4423,fs1072,ls1072,13,User
4424,fs1073,ls1073,23,User
4425,fs1074,ls1074,60,User
4426,fs1075,ls1075,27,User
4427,fs1076,ls1076,45,User
4428,fs1077,ls1077,84,User
4429,fs1078,ls1078,33,User
4430,fs1079,ls1079,6,User
4431,fs1080,ls1080,42,User
4432,fs1081,ls1081,37,User
4433,fs1082,ls1082,50,User
4434,fs1083,ls1083,10,User
4435,fs1084,ls1084,69,User
4436,fs1085,ls1085,49,User
4437,fs1086,ls1086,72,User
4438,fs1087,ls1087,70,User
4439,fs1088,ls1088,30,User
4440,fs1089,ls1089,65,User
4441,fs1090,ls1090,31,User
4442,fs1091,ls1091,47,User
4443,fs1092,ls1092,52,User
4444,fs1093,ls1093,84,User
4445,fs1094,ls1094,29,User
4446,fs1095,ls1095,95,User
4447,fs1096,ls1096,89,User
4448,fs1097,ls1097,91,User
4449,fs1098,ls1098,11,User
4450,fs1099,ls1099,25,User
4451,fs1100,ls1100,59,User
4452,fs1101,ls1101,48,User
4453,fs1102,ls1102,18,User
4454,fs1103,ls1103,28,User
4455,fs1104,ls1104,97,User
4456,fs1105,ls1105,21,User
4457,fs1106,ls1106,70,User
4458,fs1107,ls1107,64,User
4459,fs1108,ls1108,95,User
4460,fs1109,ls1109,70,User
4461,fs1110,ls1110,65,User
4462,fs1111,ls1111,46,User
4463,fs1112,ls1112,79,User
4464,fs1113,ls1113,34,User
4465,fs1114,ls1114,95,User
4466,fs1115,ls1115,60,User
4467,fs1116,ls1116,76,User
4468,fs1117,ls1117,33,User
4469,fs1118,ls1118,30,User
4470,fs1119,ls1119,69,User
4471,fs1120,ls1120,15,User
4472,fs1121,ls1121,89,User
4473,fs1122,ls1122,96,User
4474,fs1123,ls1123,62,User
4475,fs1124,ls1124,56,User
4476,fs1125,ls1125,58,User
4477,fs1126,ls1126,14,User
4478,fs1127,ls1127,69,User
4479,fs1128,ls1128,82,User
4480,fs1129,ls1129,15,User
4481,fs1130,ls1130,44,User
4482,fs1131,ls1131,5,User
4483,fs1132,ls1132,53,User
4484,fs1133,ls1133,75,User
4485,fs1134,ls1134,98,User
4486,fs1135,ls1135,64,User
4487,fs1136,ls1136,5,User
4488,fs1137,ls1137,26,User
4489,fs1138,ls1138,86,User
4490,fs1139,ls1139,39,User
4491,fs1140,ls1140,17,User
4492,fs1141,ls1141,73,User
4493,fs1142,ls1142,17,User
4494,fs1143,ls1143,69,User
4495,fs1144,ls1144,10,User
4496,fs1145,ls1145,28,User
4497,fs1146,ls1146,39,User
4498,fs1147,ls1147,46,User
4499,fs1148,ls1148,64,User
4500,fs1149,ls1149,99,User
4501,fs1150,ls1150,7,User
4502,fs1151,ls1151,9,User
4503,fs1152,ls1152,5,User
4504,fs1153,ls1153,89,User
4505,fs1154,ls1154,27,User
4506,fs1155,ls1155,28,User
4507,fs1156,ls1156,69,User
4508,fs1157,ls1157,54,User
4509,fs1158,ls1158,74,User
4510,fs1159,ls1159,83,User
4511,fs1160,ls1160,30,User
4512,fs1161,ls1161,34,User
4513,fs1162,ls1162,30,User
4514,fs1163,ls1163,15,User
4515,fs1164,ls1164,74,User
4516,fs1165,ls1165,33,User
4517,fs1166,ls1166,70,User
4518,fs1167,ls1167,30,User
4519,fs1168,ls1168,72,User
4520,fs1169,ls1169,28,User
4521,fs1170,ls1170,67,User
4522,fs1171,ls1171,82,User
4523,fs1172,ls1172,14,User
4524,fs1173,ls1173,58,User
4525,fs1174,ls1174,67,User
4526,fs1175,ls1175,54,User
4527,fs1176,ls1176,29,User
4528,fs1177,ls1177,29,User
4529,fs1178,ls1178,68,User
4530,fs1179,ls1179,70,User
4531,fs1180,ls1180,51,User
4532,fs1181,ls1181,64,User
4533,fs1182,ls1182,98,User
4534,fs1183,ls1183,98,User
4535,fs1184,ls1184,5,User
4536,fs1185,ls1185,68,User
4537,fs1186,ls1186,85,User
4538,fs1187,ls1187,38,User
4539,fs1188,ls1188,29,User
4540,fs1189,ls1189,22,User
4541,fs1190,ls1190,10,User
4542,fs1191,ls1191,57,User
4543,fs1192,ls1192,25,User
4544,fs1193,ls1193,90,User
4545,fs1194,ls1194,39,User
4546,fs1195,ls1195,43,User
4547,fs1196,ls1196,88,User
4548,fs1197,ls1197,96,User
4549,fs1198,ls1198,32,User
4550,fs1199,ls1199,47,User
4551,fs1200,ls1200,70,User
4552,fs1201,ls1201,25,User
4553,fs1202,ls1202,94,User
4554,fs1203,ls1203,11,User
4555,fs1204,ls1204,83,User
4556,fs1205,ls1205,54,User
4557,fs1206,ls1206,97,User
4558,fs1207,ls1207,88,User
4559,fs1208,ls1208,12,User
4560,fs1209,ls1209,76,User
4561,fs1210,ls1210,78,User
4562,fs1211,ls1211,10,User
4563,fs1212,ls1212,11,User
4564,fs1213,ls1213,78,User
4565,fs1214,ls1214,58,User
4566,fs1215,ls1215,42,User
4567,fs1216,ls1216,32,User
4568,fs1217,ls1217,16,User
4569,fs1218,ls1218,12,User
4570,fs1219,ls1219,54,User
4571,fs1220,ls1220,53,User
4572,fs1221,ls1221,82,User
4573,fs1222,ls1222,18,User
4574,fs1223,ls1223,27,User
4575,fs1224,ls1224,50,User
4576,fs1225,ls1225,93,User
4577,fs1226,ls1226,60,User
4578,fs1227,ls1227,30,User
4579,fs1228,ls1228,91,User
4580,fs1229,ls1229,21,User
4581,fs1230,ls1230,19,User
4582,fs1231,ls1231,67,User
4583,fs1232,ls1232,9,User
4584,fs1233,ls1233,97,User
4585,fs1234,ls1234,95,User
4586,fs1235,ls1235,46,User
4587,fs1236,ls1236,83,User
4588,fs1237,ls1237,84,User
4589,fs1238,ls1238,69,User
4590,fs1239,ls1239,19,User
4591,fs1240,ls1240,7,User
4592,fs1241,ls1241,25,User
4593,fs1242,ls1242,8,User
4594,fs1243,ls1243,68,User
4595,fs1244,ls1244,94,User
4596,fs1245,ls1245,80,User
4597,fs1246,ls1246,77,User
4598,fs1247,ls1247,11,User
4599,fs1248,ls1248,45,User
4600,fs1249,ls1249,23,User
4601,fs1250,ls1250,52,User
4602,fs1251,ls1251,44,User
4603,fs1252,ls1252,46,User
4604,fs1253,ls1253,18,User
4605,fs1254,ls1254,89,User
4606,fs1255,ls1255,30,User
4607,fs1256,ls1256,33,User
4608,fs1257,ls1257,52,User
4609,fs1258,ls1258,64,User
4610,fs1259,ls1259,77,User
4611,fs1260,ls1260,32,User
4612,fs1261,ls1261,60,User
4613,fs1262,ls1262,99,User
4614,fs1263,ls1263,9,User
4615,fs1264,ls1264,25,User
4616,fs1265,ls1265,26,User
4617,fs1266,ls1266,25,User
4618,fs1267,ls1267,25,User
4619,fs1268,ls1268,80,User
4620,fs1269,ls1269,31,User
4621,fs1270,ls1270,34,User
4622,fs1271,ls1271,54,User
4623,fs1272,ls1272,46,User
4624,fs1273,ls1273,19,User
4625,fs1274,ls1274,31,User
4626,fs1275,ls1275,8,User
4627,fs1276,ls1276,72,User
4628,fs1277,ls1277,11,User
4629,fs1278,ls1278,39,User
4630,fs1279,ls1279,31,User
4631,fs1280,ls1280,44,User
4632,fs1281,ls1281,55,User
4633,fs1282,ls1282,18,User
4634,fs1283,ls1283,81,User
4635,fs1284,ls1284,57,User
4636,fs1285,ls1285,34,User
4637,fs1286,ls1286,84,User
4638,fs1287,ls1287,13,User
4639,fs1288,ls1288,27,User
4640,fs1289,ls1289,16,User
4641,fs1290,ls1290,74,User
4642,fs1291,ls1291,7,User
4643,fs1292,ls1292,7,User
4644,fs1293,ls1293,6,User
4645,fs1294,ls1294,83,User
4646,fs1295,ls1295,71,User
4647,fs1296,ls1296,9,User
4648,fs1297,ls1297,57,User
4649,fs1298,ls1298,26,User
4650,fs1299,ls1299,24,User
4651,fs1300,ls1300,86,User
4652,fs1301,ls1301,70,User
4653,fs1302,ls1302,7,User
4654,fs1303,ls1303,54,User
4655,fs1304,ls1304,35,User
4656,fs1305,ls1305,29,User
4657,fs1306,ls1306,59,User
4658,fs1307,ls1307,76,User
4659,fs1308,ls1308,10,User
4660,fs1309,ls1309,41,User
4661,fs1310,ls1310,50,User
4662,fs1311,ls1311,64,User
4663,fs1312,ls1312,53,User
4664,fs1313,ls1313,65,User
4665,fs1314,ls1314,62,User
4666,fs1315,ls1315,24,User
4667,fs1316,ls1316,96,User
4668,fs1317,ls1317,96,User
4669,fs1318,ls1318,41,User
4670,fs1319,ls1319,57,User
4671,fs1320,ls1320,69,User
4672,fs1321,ls1321,7,User
4673,fs1322,ls1322,53,User
4674,fs1323,ls1323,79,User
4675,fs1324,ls1324,21,User
4676,fs1325,ls1325,40,User
4677,fs1326,ls1326,71,User
4678,fs1327,ls1327,22,User
4679,fs1328,ls1328,85,User
4680,fs1329,ls1329,10,User
4681,fs1330,ls1330,20,User
4682,fs1331,ls1331,33,User
4683,fs1332,ls1332,88,User
4684,fs1333,ls1333,20,User
4685,fs1334,ls1334,91,User
4686,fs1335,ls1335,13,User
4687,fs1336,ls1336,20,User
4688,fs1337,ls1337,43,User
4689,fs1338,ls1338,5,User
4690,fs1339,ls1339,87,User
4691,fs1340,ls1340,24,User
4692,fs1341,ls1341,31,User
4693,fs1342,ls1342,64,User
4694,fs1343,ls1343,85,User
4695,fs1344,ls1344,87,User
4696,fs1345,ls1345,35,User
4697,fs1346,ls1346,63,User
4698,fs1347,ls1347,76,User
4699,fs1348,ls1348,20,User
4700,fs1349,ls1349,74,User
4701,fs1350,ls1350,42,User
4702,fs1351,ls1351,56,User
4703,fs1352,ls1352,31,User
4704,fs1353,ls1353,98,User
4705,fs1354,ls1354,27,User
4706,fs1355,ls1355,59,User
4707,fs1356,ls1356,57,User
4708,fs1357,ls1357,53,User
4709,fs1358,ls1358,11,User
4710,fs1359,ls1359,91,User
4711,fs1360,ls1360,25,User
4712,fs1361,ls1361,83,User
4713,fs1362,ls1362,88,User
4714,fs1363,ls1363,67,User
4715,fs1364,ls1364,15,User
4716,fs1365,ls1365,33,User
4717,fs1366,ls1366,91,User
4718,fs1367,ls1367,42,User
4719,fs1368,ls1368,33,User
4720,fs1369,ls1369,82,User
4721,fs1370,ls1370,5,User
4722,fs1371,ls1371,92,User
4723,fs1372,ls1372,71,User
4724,fs1373,ls1373,94,User
4725,fs1374,ls1374,49,User
4726,fs1375,ls1375,63,User
4727,fs1376,ls1376,11,User
4728,fs1377,ls1377,63,User
4729,fs1378,ls1378,96,User
4730,fs1379,ls1379,6,User
4731,fs1380,ls1380,62,User
4732,fs1381,ls1381,14,User
4733,fs1382,ls1382,48,User
4734,fs1383,ls1383,84,User
4735,fs1384,ls1384,66,User
4736,fs1385,ls1385,9,User
4737,fs1386,ls1386,58,User
4738,fs1387,ls1387,13,User
4739,fs1388,ls1388,40,User
4740,fs1389,ls1389,58,User
4741,fs1390,ls1390,63,User
4742,fs1391,ls1391,84,User
4743,fs1392,ls1392,39,User
4744,fs1393,ls1393,89,User
4745,fs1394,ls1394,63,User
4746,fs1395,ls1395,98,User
4747,fs1396,ls1396,78,User
4748,fs1397,ls1397,27,User
4749,fs1398,ls1398,16,User
4750,fs1399,ls1399,9,User
4751,fs1400,ls1400,62,User
4752,fs1401,ls1401,66,User
4753,fs1402,ls1402,73,User
4754,fs1403,ls1403,84,User
4755,fs1404,ls1404,92,User
4756,fs1405,ls1405,64,User
4757,fs1406,ls1406,42,User
4758,fs1407,ls1407,76,User
4759,fs1408,ls1408,46,User
4760,fs1409,ls1409,85,User
4761,fs1410,ls1410,86,User
4762,fs1411,ls1411,18,User
4763,fs1412,ls1412,99,User
4764,fs1413,ls1413,20,User
4765,fs1414,ls1414,72,User
4766,fs1415,ls1415,17,User
4767,fs1416,ls1416,60,User
4768,fs1417,ls1417,40,User
4769,fs1418,ls1418,43,User
4770,fs1419,ls1419,80,User
4771,fs1420,ls1420,44,User
4772,fs1421,ls1421,19,User
4773,fs1422,ls1422,35,User
4774,fs1423,ls1423,86,User
4775,fs1424,ls1424,52,User
4776,fs1425,ls1425,7,User
4777,fs1426,ls1426,36,User
4778,fs1427,ls1427,82,User
4779,fs1428,ls1428,38,User
4780,fs1429,ls1429,31,User
4781,fs1430,ls1430,97,User
4782,fs1431,ls1431,7,User
4783,fs1432,ls1432,63,User
4784,fs1433,ls1433,27,User
4785,fs1434,ls1434,23,User
4786,fs1435,ls1435,55,User
4787,fs1436,ls1436,52,User
4788,fs1437,ls1437,43,User
4789,fs1438,ls1438,51,User
4790,fs1439,ls1439,98,User
